Product Category,Region,Sales
Office Supplies,Central,76.3
Office Supplies,Central,20.37
Office Supplies,Central,63.31
Office Supplies,Central,19.64
Office Supplies,Central,12684.12
Office Supplies,Central,47.28
Office Supplies,Central,182.61
Office Supplies,Central,15.78
Office Supplies,Central,88.64
Office Supplies,Central,1159.79
Office Supplies,Central,142.44
Office Supplies,Central,84.04
Office Supplies,Central,436.1
Office Supplies,Central,171.38
Office Supplies,Central,207.31
Office Supplies,Central,88.89
Office Supplies,Central,950.43
Office Supplies,Central,516.6
Office Supplies,Central,34.94
Office Supplies,Central,329.06
Office Supplies,Central,527.24
Office Supplies,Central,16564.46
Office Supplies,Central,426.92
Office Supplies,Central,1500.29
Office Supplies,Central,205.16
Office Supplies,Central,27.11
Office Supplies,Central,18.73
Office Supplies,Central,30.64
Office Supplies,Central,333.04
Office Supplies,Central,39.81
Office Supplies,Central,420.75
Office Supplies,Central,144.26
Office Supplies,Central,567.41
Office Supplies,Central,33.11
Office Supplies,Central,193
Office Supplies,Central,40.1
Office Supplies,Central,707.03
Office Supplies,Central,103.74
Office Supplies,Central,99.97
Office Supplies,Central,340.95
Office Supplies,Central,144.33
Office Supplies,Central,586.96
Office Supplies,Central,324.41
Office Supplies,Central,202.76
Office Supplies,Central,16.26
Office Supplies,Central,388.36
Office Supplies,Central,19.64
Office Supplies,Central,13.41
Office Supplies,Central,130.26
Office Supplies,Central,23.4
Office Supplies,Central,37.7
Office Supplies,Central,53.29
Office Supplies,Central,102.47
Office Supplies,Central,14.19
Office Supplies,Central,45.76
Office Supplies,Central,29.02
Office Supplies,Central,1085.17
Office Supplies,Central,130.77
Office Supplies,Central,202.29
Office Supplies,Central,9252.81
Office Supplies,Central,24.55
Office Supplies,Central,9.75
Office Supplies,Central,98.27
Office Supplies,Central,4.63
Office Supplies,Central,402.61
Office Supplies,Central,149.58
Office Supplies,Central,112.08
Office Supplies,Central,90.24
Office Supplies,Central,63.86
Office Supplies,Central,258.69
Office Supplies,Central,52.32
Office Supplies,Central,135.49
Office Supplies,Central,138.32
Office Supplies,Central,18.15
Office Supplies,Central,226.62
Office Supplies,Central,316.62
Office Supplies,Central,1477.84
Office Supplies,Central,21.34
Office Supplies,Central,419.59
Office Supplies,Central,136.23
Office Supplies,Central,22.64
Office Supplies,Central,10.83
Office Supplies,Central,104.5
Office Supplies,Central,67.55
Office Supplies,Central,817.49
Office Supplies,Central,54.69
Office Supplies,Central,27.63
Office Supplies,Central,879.53
Office Supplies,Central,23.52
Office Supplies,Central,50.36
Office Supplies,Central,12.18
Office Supplies,Central,41.41
Office Supplies,Central,36.58
Office Supplies,Central,34.97
Office Supplies,Central,31.21
Office Supplies,Central,109.06
Office Supplies,Central,38.75
Office Supplies,Central,680.78
Office Supplies,Central,381.42
Office Supplies,Central,127.7
Office Supplies,Central,52.21
Office Supplies,Central,388.63
Office Supplies,Central,78.99
Office Supplies,Central,917.54
Office Supplies,Central,4.04
Office Supplies,Central,109.39
Office Supplies,Central,3360.74
Office Supplies,Central,50.16
Office Supplies,Central,139.01
Office Supplies,Central,2606.59
Office Supplies,Central,414.49
Office Supplies,Central,84.56
Office Supplies,Central,964.36
Office Supplies,Central,35.3
Office Supplies,Central,171.33
Office Supplies,Central,15.3
Office Supplies,Central,866.49
Office Supplies,Central,127.46
Office Supplies,Central,1196.18
Office Supplies,Central,26.06
Office Supplies,Central,575.15
Office Supplies,Central,104.24
Office Supplies,Central,29.46
Office Supplies,Central,79.62
Office Supplies,Central,318.47
Office Supplies,Central,126.34
Office Supplies,Central,380.62
Office Supplies,Central,33.37
Office Supplies,Central,180.14
Office Supplies,Central,80.21
Office Supplies,Central,47.69
Office Supplies,Central,378.82
Office Supplies,Central,42.99
Office Supplies,Central,19.86
Office Supplies,Central,24.19
Office Supplies,Central,352.16
Office Supplies,Central,62.58
Office Supplies,Central,243.37
Office Supplies,Central,576.28
Office Supplies,Central,73.06
Office Supplies,Central,101.71
Office Supplies,Central,1260.45
Office Supplies,Central,133.69
Office Supplies,Central,115.99
Office Supplies,Central,50.41
Office Supplies,Central,98.27
Office Supplies,Central,22.34
Office Supplies,Central,121.52
Office Supplies,Central,27.08
Office Supplies,Central,114.09
Office Supplies,Central,8.28
Office Supplies,Central,144.21
Office Supplies,Central,59.44
Office Supplies,Central,4130.59
Office Supplies,Central,27.15
Office Supplies,Central,34.88
Office Supplies,Central,93.16
Office Supplies,Central,226.58
Office Supplies,Central,28.35
Office Supplies,Central,116.8
Office Supplies,Central,113.38
Office Supplies,Central,59.98
Office Supplies,Central,35.91
Office Supplies,Central,3.44
Office Supplies,Central,4.99
Office Supplies,Central,19.23
Office Supplies,Central,29.08
Office Supplies,Central,7.2
Office Supplies,Central,30.64
Office Supplies,Central,147.51
Office Supplies,Central,42.15
Office Supplies,Central,19.46
Office Supplies,Central,20.39
Office Supplies,Central,12.04
Office Supplies,East,599.03
Office Supplies,East,87.56
Office Supplies,East,37.92
Office Supplies,East,142.36
Office Supplies,East,556.49
Office Supplies,East,14.52
Office Supplies,East,29.03
Office Supplies,East,121.92
Office Supplies,East,487.68
Office Supplies,East,640.71
Office Supplies,East,9.73
Office Supplies,East,38.15
Office Supplies,East,83.05
Office Supplies,East,1586.06
Office Supplies,East,63.54
Office Supplies,East,369.78
Office Supplies,East,3849.17
Office Supplies,East,70.47
Office Supplies,East,420.1
Office Supplies,East,203.87
Office Supplies,East,56.44
Office Supplies,East,10.29
Office Supplies,East,37.05
Office Supplies,East,198.97
Office Supplies,East,96.14
Office Supplies,East,659.6
Office Supplies,East,480.9
Office Supplies,East,65.66
Office Supplies,East,55.95
Office Supplies,East,32.09
Office Supplies,East,40.76
Office Supplies,East,15.73
Office Supplies,East,21.41
Office Supplies,East,19.12
Office Supplies,East,7.97
Office Supplies,East,12.45
Office Supplies,East,204.06
Office Supplies,East,140.23
Office Supplies,East,28.05
Office Supplies,East,490.63
Office Supplies,East,37.89
Office Supplies,East,17.64
Office Supplies,East,120.18
Office Supplies,East,117.19
Office Supplies,East,24.83
Office Supplies,East,55.43
Office Supplies,East,187.56
Office Supplies,East,611.04
Office Supplies,East,32.05
Office Supplies,East,13.91
Office Supplies,East,438.25
Office Supplies,East,101.13
Office Supplies,East,212.01
Office Supplies,East,128.61
Office Supplies,East,138.92
Office Supplies,East,487.56
Office Supplies,East,10.51
Office Supplies,East,931.87
Office Supplies,East,42.02
Office Supplies,East,814.88
Office Supplies,East,43.48
Office Supplies,East,197.91
Office Supplies,East,63.35
Office Supplies,East,81.68
Office Supplies,East,3107.73
Office Supplies,East,38.51
Office Supplies,East,277.12
Office Supplies,East,25.27
Office Supplies,East,171.84
Office Supplies,East,57.03
Office Supplies,East,1389.05
Office Supplies,East,5556.18
Office Supplies,East,36.16
Office Supplies,East,18.21
Office Supplies,East,415.4
Office Supplies,East,1639.75
Office Supplies,East,101.87
Office Supplies,East,83.68
Office Supplies,East,59.05
Office Supplies,East,50.73
Office Supplies,East,52.98
Office Supplies,East,4.44
Office Supplies,East,62.88
Office Supplies,East,20.96
Office Supplies,East,55.82
Office Supplies,East,42.17
Office Supplies,East,38.66
Office Supplies,East,72.76
Office Supplies,East,5.58
Office Supplies,East,65.84
Office Supplies,East,12.43
Office Supplies,East,673.36
Office Supplies,East,4795.53
Office Supplies,East,25.94
Office Supplies,East,14.29
Office Supplies,East,20.46
Office Supplies,East,71.21
Office Supplies,East,88.84
Office Supplies,East,325.73
Office Supplies,East,38.45
Office Supplies,East,173.2
Office Supplies,East,22.61
Office Supplies,East,1373.59
Office Supplies,East,20.28
Office Supplies,East,483.15
Office Supplies,East,403.53
Office Supplies,East,10.14
Office Supplies,East,7325.68
Office Supplies,East,49.44
Office Supplies,East,5911.35
Office Supplies,East,30.47
Office Supplies,East,531.28
Office Supplies,East,80.58
Office Supplies,East,161.3
Office Supplies,East,63.66
Office Supplies,East,268.65
Office Supplies,East,324.01
Office Supplies,East,74.63
Office Supplies,East,169.68
Office Supplies,East,559.84
Office Supplies,East,66.39
Office Supplies,East,280.31
Office Supplies,East,214.48
Office Supplies,East,35.9
Office Supplies,East,10.22
Office Supplies,East,36
Office Supplies,East,57.14
Office Supplies,East,21.86
Office Supplies,East,93.53
Office Supplies,East,3.17
Office Supplies,East,72.83
Office Supplies,East,22.7
Office Supplies,East,65.74
Office Supplies,East,16.71
Office Supplies,East,468.4
Office Supplies,East,117.1
Office Supplies,East,44.07
Office Supplies,East,17.62
Office Supplies,East,25
Office Supplies,East,208.83
Office Supplies,East,616.06
Office Supplies,East,7.85
Office Supplies,East,197.35
Office Supplies,East,294.99
Office Supplies,East,423.3
Office Supplies,East,423.3
Office Supplies,East,2618.71
Office Supplies,East,252.92
Office Supplies,East,158.79
Office Supplies,East,30.63
Office Supplies,East,35.59
Office Supplies,East,128.13
Office Supplies,East,200.64
Office Supplies,East,165.84
Office Supplies,East,194.08
Office Supplies,East,384.66
Office Supplies,East,3251.76
Office Supplies,East,825.24
Office Supplies,East,65.7
Office Supplies,East,55.48
Office Supplies,East,116.46
Office Supplies,East,107.83
Office Supplies,East,90.16
Office Supplies,East,129.53
Office Supplies,East,415
Office Supplies,East,162.88
Office Supplies,East,98.14
Office Supplies,East,62.81
Office Supplies,East,320.13
Office Supplies,East,79.06
Office Supplies,East,565.01
Office Supplies,East,2465.75
Office Supplies,East,62.72
Office Supplies,East,250.29
Office Supplies,East,66.74
Office Supplies,East,264.06
Office Supplies,East,36.04
Office Supplies,East,117.83
Office Supplies,East,31.35
Office Supplies,East,111.88
Office Supplies,East,433.54
Office Supplies,East,3.88
Office Supplies,East,7.75
Office Supplies,East,11.05
Office Supplies,East,17.21
Office Supplies,East,25.35
Office Supplies,East,2119.54
Office Supplies,East,561.06
Office Supplies,East,73.04
Office Supplies,East,101.07
Office Supplies,East,115.4
Office Supplies,East,484.67
Office Supplies,East,268.16
Office Supplies,East,2855.32
Office Supplies,East,11505.26
Office Supplies,East,184.77
Office Supplies,East,45737.33
Office Supplies,East,11434.33
Office Supplies,East,594.44
Office Supplies,East,151.77
Office Supplies,East,77.01
Office Supplies,East,517.85
Office Supplies,East,60.24
Office Supplies,East,108.55
Office Supplies,East,171.93
Office Supplies,East,722.1
Office Supplies,East,52.91
Office Supplies,East,201.65
Office Supplies,East,42.52
Office Supplies,East,18.48
Office Supplies,East,487.33
Office Supplies,East,55.19
Office Supplies,East,649.96
Office Supplies,East,117.75
Office Supplies,East,746.05
Office Supplies,East,39.51
Office Supplies,East,69.59
Office Supplies,East,13.44
Office Supplies,East,85.22
Office Supplies,East,184.18
Office Supplies,East,57.36
Office Supplies,East,80.62
Office Supplies,East,173.56
Office Supplies,East,69.82
Office Supplies,East,193.23
Office Supplies,East,428.85
Office Supplies,East,81.87
Office Supplies,East,33.92
Office Supplies,East,706.11
Office Supplies,East,32.89
Office Supplies,East,129.72
Office Supplies,East,23.67
Office Supplies,East,100.61
Office Supplies,East,195.59
Office Supplies,East,114.81
Office Supplies,East,35.97
Office Supplies,East,109.86
Office Supplies,East,111.83
Office Supplies,East,17.63
Office Supplies,East,23.08
Office Supplies,East,35.19
Office Supplies,East,140.78
Office Supplies,East,16.03
Office Supplies,East,110.68
Office Supplies,East,47.53
Office Supplies,East,1.32
Office Supplies,South,66.26
Office Supplies,South,4920.81
Office Supplies,South,6.73
Office Supplies,South,657.61
Office Supplies,South,4881.84
Office Supplies,South,52.27
Office Supplies,South,1004.13
Office Supplies,South,35.01
Office Supplies,South,114.45
Office Supplies,South,129.43
Office Supplies,South,833.23
Office Supplies,South,106.84
Office Supplies,South,93.55
Office Supplies,South,36
Office Supplies,South,16.72
Office Supplies,South,38.81
Office Supplies,South,24.18
Office Supplies,South,387.11
Office Supplies,South,115.4
Office Supplies,South,1745.16
Office Supplies,South,436.29
Office Supplies,South,15.75
Office Supplies,South,13.38
Office Supplies,South,33.34
Office Supplies,South,538.3
Office Supplies,South,125.5
Office Supplies,South,96.68
Office Supplies,South,172.22
Office Supplies,South,49.48
Office Supplies,South,717.17
Office Supplies,South,11.59
Office Supplies,South,31.88
Office Supplies,South,344.87
Office Supplies,South,7.72
Office Supplies,South,47.12
Office Supplies,South,843.39
Office Supplies,South,438
Office Supplies,South,37.87
Office Supplies,South,45.12
Office Supplies,South,62
Office Supplies,South,23.81
Office Supplies,South,1576.35
Office Supplies,South,375.03
Office Supplies,South,118.53
Office Supplies,South,75.99
Office Supplies,South,431.43
Office Supplies,South,1548.97
Office Supplies,South,1703.81
Office Supplies,South,234.94
Office Supplies,South,66.06
Office Supplies,South,121.87
Office Supplies,South,11.04
Office Supplies,South,10.86
Office Supplies,South,31.98
Office Supplies,South,942.53
Office Supplies,South,20.96
Office Supplies,South,52.16
Office Supplies,South,37.52
Office Supplies,South,53.83
Office Supplies,South,225.17
Office Supplies,South,13.36
Office Supplies,South,29.55
Office Supplies,South,22.11
Office Supplies,South,3.78
Office Supplies,South,676.35
Office Supplies,South,497.63
Office Supplies,South,368.85
Office Supplies,South,13.45
Office Supplies,South,491.36
Office Supplies,South,133.53
Office Supplies,South,57.29
Office Supplies,South,728.75
Office Supplies,South,78.53
Office Supplies,South,11.77
Office Supplies,South,115.65
Office Supplies,South,88.91
Office Supplies,South,77.2
Office Supplies,South,38.23
Office Supplies,South,33.02
Office Supplies,South,328.5
Office Supplies,South,29.98
Office Supplies,South,769.92
Office Supplies,South,27.99
Office Supplies,South,41.34
Office Supplies,South,185.81
Office Supplies,South,293.1
Office Supplies,South,141.25
Office Supplies,South,41.65
Office Supplies,South,82.02
Office Supplies,South,59.24
Office Supplies,South,12.98
Office Supplies,South,49.95
Office Supplies,South,41.49
Office Supplies,South,100.62
Office Supplies,South,138.49
Office Supplies,South,68.89
Office Supplies,South,94.34
Office Supplies,South,36.41
Office Supplies,South,1022.42
Office Supplies,South,127.94
Office Supplies,South,87.53
Office Supplies,South,43.41
Office Supplies,South,26.48
Office Supplies,South,220.48
Office Supplies,South,13.15
Office Supplies,South,2485.89
Office Supplies,South,227.65
Office Supplies,South,31.86
Office Supplies,South,183.39
Office Supplies,South,218.3
Office Supplies,South,41.02
Office Supplies,South,46.83
Office Supplies,South,166.66
Office Supplies,South,1754.29
Office Supplies,South,187.23
Office Supplies,South,279.27
Office Supplies,South,73.48
Office Supplies,South,65.86
Office Supplies,South,534.34
Office Supplies,South,206.94
Office Supplies,South,96.15
Office Supplies,South,11.95
Office Supplies,South,229.63
Office Supplies,South,17.48
Office Supplies,South,176.53
Office Supplies,South,21.58
Office Supplies,South,17.89
Office Supplies,South,8.27
Office Supplies,South,250.22
Office Supplies,South,10.94
Office Supplies,South,140.55
Office Supplies,South,57.24
Office Supplies,South,24.67
Office Supplies,South,46.42
Office Supplies,West,266.78
Office Supplies,West,1136.43
Office Supplies,West,67.01
Office Supplies,West,247.56
Office Supplies,West,134.96
Office Supplies,West,41.69
Office Supplies,West,28.21
Office Supplies,West,5.5
Office Supplies,West,3830.88
Office Supplies,West,581.5
Office Supplies,West,44.66
Office Supplies,West,28.46
Office Supplies,West,150.65
Office Supplies,West,27.67
Office Supplies,West,506.93
Office Supplies,West,27.02
Office Supplies,West,65.09
Office Supplies,West,343.57
Office Supplies,West,23.24
Office Supplies,West,43.26
Office Supplies,West,3.2
Office Supplies,West,545.86
Office Supplies,West,71.54
Office Supplies,West,178.68
Office Supplies,West,197.66
Office Supplies,West,51.5
Office Supplies,West,298.84
Office Supplies,West,17.14
Office Supplies,West,15.48
Office Supplies,West,72.44
Office Supplies,West,374.57
Office Supplies,West,75.75
Office Supplies,West,100.6
Office Supplies,West,253.89
Office Supplies,West,41.47
Office Supplies,West,28.16
Office Supplies,West,10.54
Office Supplies,West,416.5
Office Supplies,West,549.41
Office Supplies,West,299.57
Office Supplies,West,67.3
Office Supplies,West,103.61
Office Supplies,West,45.49
Office Supplies,West,8412.03
Office Supplies,West,78.59
Office Supplies,West,13.54
Office Supplies,West,279.01
Office Supplies,West,50.83
Office Supplies,West,38.58
Office Supplies,West,73.32
Office Supplies,West,6.49
Office Supplies,West,20.4
Office Supplies,West,16.24
Office Supplies,West,59.15
Office Supplies,West,68.36
Office Supplies,West,55.4
Office Supplies,West,235.35
Office Supplies,West,225.14
Office Supplies,West,84.21
Office Supplies,West,130.82
Office Supplies,West,20.68
Office Supplies,West,154.63
Office Supplies,West,198.02
Office Supplies,West,78.91
Office Supplies,West,132.7
Office Supplies,West,81.61
Office Supplies,West,21.2
Office Supplies,West,4340.67
Office Supplies,West,489.69
Office Supplies,West,237.65
Office Supplies,West,31.09
Office Supplies,West,174.49
Office Supplies,West,28.58
Office Supplies,West,22.61
Office Supplies,West,1911.05
Office Supplies,West,167.2
Office Supplies,West,6.32
Office Supplies,West,2093.36
Office Supplies,West,224.24
Office Supplies,West,19.66
Office Supplies,West,389.59
Office Supplies,West,1081.54
Office Supplies,West,39.62
Office Supplies,West,511.42
Office Supplies,West,742.04
Office Supplies,West,678.72
Office Supplies,West,61.56
Office Supplies,West,198.28
Office Supplies,West,59.74
Office Supplies,West,2089.9
Office Supplies,West,240.63
Office Supplies,West,881.74
Office Supplies,West,370.35
Office Supplies,West,412.9
Office Supplies,West,19.67
Office Supplies,West,5.23
Office Supplies,West,36.09
Office Supplies,West,5.9
Office Supplies,West,46.22
Office Supplies,West,323.07
Office Supplies,West,199.7
Office Supplies,West,289.61
Office Supplies,West,43.31
Office Supplies,West,76.99
Office Supplies,West,639.75
Office Supplies,West,69.25
Office Supplies,West,51.02
Office Supplies,West,91.02
Office Supplies,West,114.76
Office Supplies,West,1538.63
Office Supplies,West,21.48
Office Supplies,West,138.05
Office Supplies,West,462.91
Office Supplies,West,29.95
Office Supplies,West,32.38
Office Supplies,West,73.52
Office Supplies,West,2177.26
Office Supplies,West,18.18
Office Supplies,West,46.37
Office Supplies,West,364.92
Office Supplies,West,279.98
Office Supplies,West,2.25
Office Supplies,West,429.43
Office Supplies,West,28.55
Office Supplies,West,14.37
Office Supplies,West,13.16
Office Supplies,West,19.77
Office Supplies,West,180.14
Office Supplies,West,225.5
Office Supplies,West,128.87
Office Supplies,West,26.31
Office Supplies,West,22.93
Office Supplies,West,43.25
Office Supplies,West,133.08
Office Supplies,West,66.83
Office Supplies,West,52.3
Office Supplies,West,71.69
Office Supplies,West,16.85
Office Supplies,West,51.99
Office Supplies,West,57.56
Office Supplies,West,230.33
Office Supplies,West,5.76
Office Supplies,West,33.64
Office Supplies,West,216.09
Office Supplies,West,286.46
Office Supplies,West,192.28
Office Supplies,West,181.47
Office Supplies,West,18.68
Office Supplies,West,133.19
Office Supplies,West,31.18
Office Supplies,West,51.03
Office Supplies,West,896.63
Office Supplies,West,1058.35
Office Supplies,West,84.26
Office Supplies,West,19.25
Office Supplies,West,15.82
Office Supplies,West,549.42
Office Supplies,West,20.85
Office Supplies,West,148.69
Office Supplies,West,321.01
Office Supplies,West,56.68
Office Supplies,West,939.02
Office Supplies,West,122.1
Office Supplies,West,97.33
Office Supplies,West,73.9
Office Supplies,West,63.27
Office Supplies,West,223.09
Office Supplies,West,16.74
Office Supplies,West,21.65
Office Supplies,West,147.15
Office Supplies,West,108.13
Office Supplies,West,59.69
Office Supplies,West,140.63
Office Supplies,West,64.34
Office Supplies,West,664.5
Office Supplies,West,200.16
Office Supplies,West,84.73
Office Supplies,West,56.23
Office Supplies,West,36.3
Office Supplies,West,39.79
Office Supplies,West,77.89
Office Supplies,West,29.6
Office Supplies,West,5.58
Office Supplies,West,148.36
Office Supplies,West,37.79
Office Supplies,West,448.26
Office Supplies,West,135.77
Technology,Central,6915.98
Technology,Central,246.78
Technology,Central,2373.54
Technology,Central,437.08
Technology,Central,1069.92
Technology,Central,660.03
Technology,Central,1375.48
Technology,Central,215.42
Technology,Central,220.51
Technology,Central,438.85
Technology,Central,533.51
Technology,Central,346.47
Technology,Central,65.06
Technology,Central,1145.72
Technology,Central,702.68
Technology,Central,463.91
Technology,Central,291.72
Technology,Central,11962.24
Technology,Central,287.99
Technology,Central,551.22
Technology,Central,989.74
Technology,Central,549.25
Technology,Central,1018.61
Technology,Central,2288.15
Technology,Central,379.75
Technology,Central,77.47
Technology,Central,97.65
Technology,Central,486.73
Technology,Central,952.9
Technology,Central,668.6
Technology,Central,1933.73
Technology,Central,268.38
Technology,Central,10.74
Technology,Central,55.25
Technology,Central,663.01
Technology,Central,83.97
Technology,Central,435.83
Technology,Central,4146.28
Technology,Central,505.8
Technology,Central,1042.54
Technology,Central,82.9
Technology,Central,113.11
Technology,Central,125.22
Technology,Central,62.85
Technology,Central,219.98
Technology,Central,13.04
Technology,Central,466.45
Technology,Central,8898.91
Technology,Central,480.12
Technology,Central,1506.54
Technology,Central,79.02
Technology,Central,934.2
Technology,Central,288.44
Technology,Central,334.29
Technology,Central,380.47
Technology,Central,335.34
Technology,Central,12585.74
Technology,Central,150.33
Technology,Central,481.91
Technology,Central,360.7
Technology,Central,52.1
Technology,Central,201.82
Technology,Central,9.37
Technology,Central,38.42
Technology,Central,48.89
Technology,Central,591.36
Technology,Central,56.38
Technology,Central,3311.89
Technology,Central,6592.12
Technology,Central,1648.03
Technology,Central,273.96
Technology,Central,60.88
Technology,Central,3055.47
Technology,Central,1198.77
Technology,Central,260.6
Technology,Central,309.09
Technology,Central,1051.67
Technology,Central,280.45
Technology,Central,344.52
Technology,Central,34.32
Technology,Central,28.95
Technology,Central,225.04
Technology,Central,1766.95
Technology,Central,441.74
Technology,Central,79.59
Technology,Central,637.26
Technology,East,513.59
Technology,East,253.7
Technology,East,975.37
Technology,East,133.4
Technology,East,1206.41
Technology,East,632.12
Technology,East,610.81
Technology,East,731.91
Technology,East,739.07
Technology,East,31.7
Technology,East,198.5
Technology,East,63.5
Technology,East,29.7
Technology,East,48418.58
Technology,East,240.21
Technology,East,549.7
Technology,East,253.55
Technology,East,515.52
Technology,East,722.24
Technology,East,1019.04
Technology,East,1013.84
Technology,East,2059.18
Technology,East,8236.74
Technology,East,276.84
Technology,East,812.79
Technology,East,70.07
Technology,East,164.05
Technology,East,334.42
Technology,East,1337.67
Technology,East,92.26
Technology,East,178.6
Technology,East,1442.19
Technology,East,420.29
Technology,East,310.96
Technology,East,492.85
Technology,East,336.2
Technology,East,394.1
Technology,East,104.69
Technology,East,517.2
Technology,East,494.49
Technology,East,274.01
Technology,East,490.34
Technology,East,71.41
Technology,East,53.24
Technology,East,99.99
Technology,East,105.09
Technology,East,296.34
Technology,East,100.38
Technology,East,66.32
Technology,East,43.94
Technology,East,371.28
Technology,East,60.03
Technology,East,244.31
Technology,East,1076.3
Technology,East,175.09
Technology,East,3846.06
Technology,East,712.88
Technology,East,642.29
Technology,East,393.66
Technology,East,397.17
Technology,East,32.54
Technology,East,309.56
Technology,East,155.17
Technology,East,1733.21
Technology,East,70.89
Technology,East,175.11
Technology,East,642.05
Technology,South,604.18
Technology,South,1676.8
Technology,South,171.71
Technology,South,1008.53
Technology,South,58.16
Technology,South,3600.65
Technology,South,1323.27
Technology,South,78.38
Technology,South,320.75
Technology,South,243.43
Technology,South,299.63
Technology,South,7.11
Technology,South,68.1
Technology,South,47.53
Technology,South,31.71
Technology,South,1424.62
Technology,South,6355.69
Technology,South,2367.39
Technology,South,936.8
Technology,South,5647.74
Technology,South,515.37
Technology,South,1160.42
Technology,South,220.52
Technology,South,62.64
Technology,South,728.89
Technology,South,2062.06
Technology,South,215.25
Technology,South,566.79
Technology,South,837.64
Technology,South,222.71
Technology,South,414.67
Technology,South,472.69
Technology,South,609.09
Technology,South,92.11
Technology,South,357.62
Technology,South,72.77
Technology,South,69.22
Technology,South,291.64
Technology,South,1569
Technology,South,29.92
Technology,South,341.01
Technology,South,298.91
Technology,South,891.01
Technology,South,277.11
Technology,South,1274.95
Technology,South,1662.32
Technology,South,82.78
Technology,South,69.36
Technology,South,366.37
Technology,South,97.88
Technology,South,452.46
Technology,South,1724.01
Technology,South,361.19
Technology,South,20552.55
Technology,South,13685.53
Technology,South,8052.86
Technology,South,376.64
Technology,South,2003.03
Technology,South,765.65
Technology,South,843.72
Technology,South,2370.52
Technology,South,94.3
Technology,South,464.83
Technology,South,2055.7
Technology,South,3178.22
Technology,South,352.21
Technology,South,391.4
Technology,South,1659.17
Technology,South,120.34
Technology,South,737.47
Technology,South,2098.62
Technology,South,37.6
Technology,South,27.42
Technology,South,122.93
Technology,South,165.44
Technology,South,920.52
Technology,South,353.52
Technology,South,324.23
Technology,South,224.82
Technology,South,417.11
Technology,South,289.67
Technology,South,336.25
Technology,South,30.86
Technology,South,1057.62
Technology,South,3791.92
Technology,South,520.47
Technology,South,408.66
Technology,South,248.1
Technology,South,337.93
Technology,South,12.15
Technology,South,269.33
Technology,West,11766.51
Technology,West,173.98
Technology,West,695.92
Technology,West,613.65
Technology,West,317.71
Technology,West,3696.09
Technology,West,1850.18
Technology,West,70.06
Technology,West,42.25
Technology,West,184.77
Technology,West,23.15
Technology,West,151.78
Technology,West,71.83
Technology,West,5177.4
Technology,West,9642.08
Technology,West,1753.52
Technology,West,1441.35
Technology,West,2251.91
Technology,West,899.01
Technology,West,3596.04
Technology,West,2015.39
Technology,West,746.91
Technology,West,851.73
Technology,West,1752.23
Technology,West,248.58
Technology,West,459.55
Technology,West,158.54
Technology,West,185.36
Technology,West,1263.02
Technology,West,134.36
Technology,West,6296
Technology,West,200.68
Technology,West,65.74
Technology,West,764.63
Technology,West,257.52
Technology,West,536.9
Technology,West,1003.31
Technology,West,87.21
Technology,West,1779.95
Technology,West,6897.29
Technology,West,1712.78
Technology,West,166.44
Technology,West,110.45
Technology,West,568.25
Technology,West,167.64
Technology,West,703.46
Technology,West,2104.99
Technology,West,1882.27
Technology,West,627.28
Technology,West,79.47
Technology,West,118.57
Technology,West,91.1
Technology,West,46.34
Technology,West,46.67
Technology,West,93.34
Technology,West,185.46
Technology,West,220.55
Technology,West,4129.7
Technology,West,2570.45
Technology,West,3992.32
Technology,West,1961.35
Technology,West,30.19
Technology,West,1834.14
Technology,West,1166.32
Technology,West,335.58
Technology,West,1132.94
Technology,West,1434.51
Technology,West,710.36
Technology,West,851.68
Technology,West,28.11
Technology,West,353.1
Technology,West,101.26
Technology,West,210.1
Technology,West,50.28
Technology,West,134.28
Technology,West,281.17
Technology,West,6849.48
Technology,West,9507.12
Technology,West,11834.98
Technology,West,1988.06
Technology,West,1292.46
Technology,West,504.67
Technology,West,299.97
Technology,West,646.88
Technology,West,151.9
Technology,West,1001.28
Technology,West,357.27
Technology,West,995.95
Technology,West,1480.29
Technology,West,6013.69
Technology,West,764.66
Technology,West,471.3
Technology,West,9.7
Technology,West,11.06
Technology,West,16.72
Technology,West,78.02
Technology,West,354.46
Technology,West,158.87
Technology,Central,19567.99
Technology,Central,1017.58
Technology,Central,1616.29
Technology,Central,305.76
Technology,Central,363.82
Technology,Central,19.38
Technology,Central,93.81
Technology,Central,1913.84
Technology,Central,11039.74
Technology,Central,197.28
Technology,Central,178.87
Technology,Central,873.87
Technology,Central,2692.12
Technology,Central,1812.52
Technology,Central,721.64
Technology,Central,2597.58
Technology,Central,188.66
Technology,Central,1397.5
Technology,Central,2966.86
Technology,Central,607.98
Technology,Central,2800.33
Technology,Central,264.95
Technology,Central,412.05
Technology,Central,632.65
Technology,Central,508.36
Technology,Central,1333.58
Technology,Central,2634.86
Technology,Central,658.71
Technology,Central,1114.44
Technology,Central,221.24
Technology,Central,32.88
Technology,Central,1072.33
Technology,Central,48.51
Technology,Central,412.89
Technology,Central,517.68
Technology,Central,121.62
Technology,Central,21.87
Technology,Central,84.94
Technology,Central,738
Technology,Central,336.64
Technology,Central,1523.75
Technology,Central,3672.89
Technology,Central,18712.97
Technology,Central,609.6
Technology,Central,265.01
Technology,Central,160.6
Technology,Central,37.47
Technology,Central,473.64
